source,target,key,n_lines,n_tokens,edge_index,edge_type
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,48,9,77,95,passive
#Falstaff_1H4,1.02.0009,21,13,125,96,active
1.02.0009,#ChiefJustice_2H4,30,13,125,96,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,44,13,125,96,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,49,13,125,96,passive
#ChiefJustice_2H4,1.02.0009,21,2,8,97,active
1.02.0009,#Falstaff_1H4,30,2,8,97,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,45,2,8,97,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,50,2,8,97,passive
#Falstaff_1H4,1.02.0009,22,2,14,98,active
1.02.0009,#ChiefJustice_2H4,31,2,14,98,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,46,2,14,98,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,51,2,14,98,passive
#ChiefJustice_2H4,1.02.0009,22,4,27,99,active
1.02.0009,#Falstaff_1H4,31,4,27,99,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,47,4,27,99,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,52,4,27,99,passive
#Falstaff_1H4,1.02.0009,23,16,166,100,active
1.02.0009,#ChiefJustice_2H4,32,16,166,100,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,48,16,166,100,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,53,16,166,100,passive
#ChiefJustice_2H4,1.02.0009,23,2,10,101,active
1.02.0009,#Falstaff_1H4,32,2,10,101,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,49,2,10,101,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,54,2,10,101,passive
#Falstaff_1H4,1.02.0009,24,2,12,102,active
1.02.0009,#ChiefJustice_2H4,33,2,12,102,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,50,2,12,102,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,55,2,12,102,passive
#ChiefJustice_2H4,1.02.0009,24,3,22,103,active
1.02.0009,#Falstaff_1H4,33,3,22,103,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,51,3,22,103,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,56,3,22,103,passive
#Falstaff_1H4,1.02.0010,0,5,47,104,active
1.02.0010,#SERVANTS.FALSTAFF.1_2H4,0,5,47,104,passive
#SERVANTS.FALSTAFF.1_2H4,1.02.0010,0,1,1,105,active
1.02.0010,#Falstaff_1H4,0,1,1,105,passive
#Falstaff_1H4,1.02.0010,1,1,6,106,active
1.02.0010,#SERVANTS.FALSTAFF.1_2H4,1,1,6,106,passive
#SERVANTS.FALSTAFF.1_2H4,1.02.0010,1,1,5,107,active
1.02.0010,#Falstaff_1H4,1,1,5,107,passive
#Falstaff_1H4,1.02.0010,2,9,73,108,active
1.02.0010,#SERVANTS.FALSTAFF.1_2H4,2,9,73,108,passive
#Falstaff_1H4,1.02.0011,0,7,60,109,active
#Archbishop_1H4,1.03.0012,0,5,35,110,active
1.03.0012,#Hastings_2H4,0,5,35,110,passive
1.03.0012,#LordBardolph_2H4,0,5,35,110,passive
1.03.0012,#Mowbray_2H4,0,5,35,110,passive
#Mowbray_2H4,1.03.0012,0,5,38,111,active
1.03.0012,#Archbishop_1H4,0,5,38,111,passive
